code,lat,long,Water T,pH,Cond,Turb,Chl,Secchi,Alkalinity,Ca,Mg,K,Na,Si,Cl,NO2,NO3,SO4,PO4,TN,TP,DO %,DO,Carbonate,Silicate,DOC,Waterdepth,MaxDepth,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Slope_100,Wshd_area,Elevation,area_sub-Basin,area_waterbody,MAT,P season,MAP,T season,Connectivity,% aquatic habitat,Ecoregion,Freshwater ecoregion,TRI,tri1,lanfdorm,geology,land cover,HFP2009,Bare Desert,Barren Tundra,Cold Grassland,Cool Grasses and Shrubs,Cool Southern Hemisphere Mixed Forests,Corn and Beans Cropland,Crops and Town,"Crops, Grass, Shrubs",Dry Woody Scrub,Evergreen Broadleaf Forests,Evergreen Forest and Fields,Fields and Woody Savanna,Forest and Field,Glacier Ice,Grass Crops,Hot and Mild Grasses and Shrubs,Inland Water,Low Sparse Grassland,Montane Tropical Forests,Rice Paddy and Field,Savanna (Woods),Sea Water,Seasonal Tropical Forest,Semi Desert Shrubs,Shrub Deciduous,Shrub Evergreen,Southern Hemisphere Mixed Forest,Succulent and Thorn Scrub,Tropical Degraded Forest,Tropical Rainforest,Upland Tundra,Urban,Wooded Wet Swamp,Woody Savanna,Barren,Grassland and shrubs,Forests,Savanna,Rainforest,Wetland,Agriculture,Crops and town,Urban,Inland water
Brdb-SA_RMauralg,-17.29288333,-68.63476667,,,888,,,,,41.28,14.367,107.6,14.4,24.22,140.193,,0.0331,68.958,,,0.2012,,,,,,,,,,,,,,,,,,,3814,204.8,59.4,86,102,397,2551,0.0136,2.361210299,Central Andean dry puna,337,0.875,0.54126,4,2,Shrub Deciduous,13.05243301,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,33.49,0,60.95,0,0,0,0,1.06,0,0,0,0,97.29,0,0,0,0,0,0,0,2.66
Brdb-SA_RPopdrng,-18.3827,-67.01645,,5.5,51800,,,,,412,128.25,356,8830,356,13762.29,,,1122.52,,,0.02,,,,,,,,,,,,,,,,,,,3710,57.2,57.2,91,112,333,3061,0.0056,8.442432097,Central Andean dry puna,337,2.25,0.132554,4,5,Semi Desert Shrubs,11.15988445,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,0,0.1,0,0,0,0,35.79,0,17.33,0,0,0,0,37.59,0,0,0.63,0,91.41,0.1,0.63,0,0,0,0,0,7.82
Brdb-SA_RQbrdHjU,-17.50253333,-68.42196667,,,258,,,,,19.23,2.418,35,3.41,19.755,6.374,,,22.277,,,0.1849,,,,,,,,,,,,,,,,,,,3793,154.9,37.6,86,104,371,2613,0.0136,2.361210299,Central Andean dry puna,337,2.75,0.478745,4,2,Upland Tundra,2.255211353,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,0,0,2.05,0,37.9,0,0,0,0,55.23,0,0,0,0,95.98,0,0,0,0,0,0,0,4.02
Brdb-SA_SlcrTrqm,-17.47948333,-68.58638333,,,304000,,,,,1358,141.79,55400,35,13.295,81960.37,,0.8248,3178.919,,,0.0302,,,,,,,,,,,,,,,,,,,3817,145.5,145.5,85,106,376,2597,0.0136,2.361210299,Central Andean dry puna,337,5.5,0.348241,4,2,Shrub Deciduous,2.852497578,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,13.36,0,59.06,0,0,0,0,23.65,0,0,0,0,96.14,0,0,0,0,0,0,0,3.85
Bush-Gd_Acopia,-14.08415833,-71.52088611,,,1323,,,,,,,,,,,,,,,,,,,,,,,20,0.54,2.80,1.08,4.34,,3.00,8.10,0.70,72.10,10.28,31.00,3707,71.4,190.1,88,86,794,1757,0.0012,2.511709063,Central Andean wet puna,312,0,0.129745,1,2,Cold Grassland,12.32223511,0,0,59.06,0,0,0,0,0,0,0,2.69,0.82,3.24,0,0,1.31,3.24,0,0,0,0,0,0,28.01,0,1.19,0,0,0,0,0,0,0,0.5,0,89.57,5.93,1.32,0,0,0,0,0,3.24
Bush-Gd_Huamnmrc,-13.031125,-72.37284167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885,154.8,52.4,75,74,782,1204,0.0004,0.247396851,Central Andean wet puna,312,19.625,0.477348,4,2,Shrub Deciduous,4.250142097,2.03,2.21,2.05,0,0,0,15.18,0,0,0,1.18,0.75,0.58,0,0,0.26,0.01,0,0.08,0.99,1.25,0,0,5.86,0,20.51,0,0,0,1.1,33.13,0,0,12.89,4.24,61.81,1.84,14.89,1.1,0,0.99,15.18,0,0.01
Bush-Gd_Huaypo,-13.28787222,-72.16847222,14.3,,405,,,,,,,,,,,,,,,,,41.4,4.19,,,,,,2.33,8.58,1.59,14.52,,3.00,6.20,1.18,142.10,3.18,54.30,3509,152,91.1,106,84,705,1215,0.0016,0.354400965,Central Andean wet puna,312,0,0.134856,1,2,Cold Grassland,17.0041256,0,0,28.26,0,0,4.51,2.34,0.12,0,0,1.96,3.13,0.16,0,0,35.29,0.83,0,0,0.43,1.07,0,0,14.14,0,0.35,0,0,0,0,4.57,0.01,0,3.04,0,82.73,2.12,7.24,0,0,4.94,2.34,0.01,0.83
Bush-Gd_Miski,-13.031125,-72.37284167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,154.8,52.4,86,74,778,1181,0.0004,0.247396851,Central Andean wet puna,312,10.875,0.386812,4,2,Shrub Deciduous,4.250083923,2.12,2.21,1.57,0,0,0,15.97,0,0,0,1.21,0.7,0.43,0,0,0.11,0,0,0.08,1.06,1.51,0,0,4.32,0,20.39,0,0,0,1.2,33.96,0,0,13.19,4.33,60.35,1.72,15.4,1.2,0,1.06,15.97,0,0
Bush-Gd_Pacucha,-13.61605278,-73.31976389,14,8.46,345,,,,,,,,,,,,,,,,,,5.54,,,,,30,6.83,11.26,1.22,139.59,,3.00,20.40,2.74,589.20,8.84,152.90,3101,6.9,91.1,131,76,937,969,0.0008,0.32438038,Peruvian Yungas,312,0,-9999,1,2,Evergreen Forest and Fields,8.254134178,0,0,56.2,0,0,0.08,0.24,12.46,0,0,20.92,0.23,0.15,0,0,4.11,0.44,0,0,0.54,0,0,0,0.5,0,0.05,0,0,0.46,0.21,0,0,0,3.57,0,73.32,21.53,3.8,0.21,0,0.62,0.24,0,0.44
Bush-Gd_Uspacoch,-13.57633333,-72.88768056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3817,227.3,91.1,91,77,767,1157,0,0,Peruvian Yungas,312,12.75,0.440613,4,2,Evergreen Forest and Fields,16,0,0,17.98,0,0,0,4.16,21.2,0,0,13.95,0,0.08,0,0,18.61,0,0,0,1.98,0,0,0,0.84,0,0,0,0,5.53,5.65,0.98,0.16,0,9.22,0,59.61,19.56,9.22,5.65,0,1.98,4.16,0.16,0
Chl-Bls_Aculeo,-33.846,-70.915,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62,18.12,1.57,160.71,,3.00,15.10,0.40,4604.20,5.07,59.00,356,12.2,17.178,158,116,501,4470,0.0004,0.454904219,Chilean matorral,341,,0.024231,3,1,Inland Water,7.629548073,0,0,0.5,0.42,0.42,0.17,38.38,24.24,0,0,0.06,27.61,0,0,0,4.06,1.81,0,0,0,0.95,0,0,0.81,0.51,0,0,0,0,0.19,0,0,0,0.47,0,30.54,0.48,29.03,0.19,0,0.17,38.38,0,1.81
Chl-Bls_Batuco,-33.202,-70.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,3.2,3.216,148,106,318,3991,0.0008,0.273782922,Chilean matorral,341,,0.406667,3,2,Inland Water,10.41507626,0,0,0.32,0,0,0.17,12.32,42.78,0,0,0,1.28,0,0,0,0.91,1.07,0,0,0,0,0,0,40.27,0,0,0.09,0,0,0.37,0,0,0.45,0.06,0,84.28,0.09,1.34,0.37,0.45,0.17,12.32,0,1.07
Chl-Bls_Chepical,-32.2571,-70.4972,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,3.00,1.14,4.98,,3.00,9.00,0.04,1646.50,12.74,7.30,3043,129.8,0.692,30,92,299,3748,0.0004,0.027711936,Southern Andean steppe,341,,0.459371,4,1,Upland Tundra,5.253212929,46.04,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,25.43,4.96,0,0,0,20.14,0,0,0.37,46.04,48.61,4.96,0.37,0,0,0,0,0,0
Chl-Bls_CingsdNm,-35.75,-72.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,2.1,2.456,138,92,912,3759,0.0008,0.10783332,Valdivian temperate forests,341,,0.338333,3,2,Inland Water,5.366439819,0,0,0,0,0,0,7.91,53.16,0,0,0.11,11.45,0,0,0,0.47,0.07,0,0,0,2.45,2.82,0,1.49,13.8,0,0,0,0,5.58,0,0,0,0.69,0,68.92,0.11,14.59,5.58,0,0,7.91,0,2.89
Chl-Bls_Colejuda,-33.765,-71.7018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,122,0.197,175,104,526,3680,0.0016,0.267440921,Chilean matorral,341,,0.363111,2,2,"Crops, Grass, Shrubs",8.000086784,0,0,0,0,0,0,0.37,52.88,0,0,0,0.3,0,0,0,0,3.84,0,0,0,0,0,38.11,3.42,0.17,0,0,0,0,0.39,0,0.53,0,0,0,56.47,0,0.3,38.5,0,0,0.37,0.53,3.84
Chl-Bls_El Maule,-36.059741,-70.489,,,,,,,,,,,,,,,,,,,,,,,,,,,47.08,64.82,2.67,1420.00,1420.00,2.00,30.20,7.57,2172.00,9.43,314.20,2163,48.5,97.473,63,74,655,4601,0.0004,3.143273854,Valdivian temperate forests,341,,-9999,4,2,Inland Water,3.318683624,44.6,0,0,4.18,4.18,0,0,0,0,0,0,0,0,0,0,0,7.85,0.52,0,0,0,0,0,0,0,0,0,0,0,0,38.84,0,0,4.02,44.6,43.54,4.18,4.02,0,0,0,0,0,7.85
Chl-Bls_LagnGrnd,-36.86,-73.111,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,7.30,1.87,9.05,,3.00,7.40,0.42,247.00,4.92,13.60,13,2.3,1.46,130,80,1114,2813,0.0056,4.175128015,Valdivian temperate forests,341,,0.345741,3,1,Fields and Woody Savanna,32.2196312,0,0,0.16,0.08,0.08,0,3.29,0.56,0,0,0,13.34,0,0,0,2.07,6.69,0,0,0,0.35,7.81,36.94,0.25,21.41,0.16,0.15,0,0,0.29,0,4.38,0,2.02,0,24.69,0.23,15.71,37.23,0,0,3.29,4.38,14.5
Chl-Bls_LEncañad,-33.647,-70.063,,,,,,,,,,,,,,,,,,,,,,,,,,,7.60,17.50,1.79,250.00,250.00,2.00,32.90,5.08,570.00,15.79,356.40,2567,8,9.171,69,85,546,4205,0.0012,0.700967075,Southern Andean steppe,341,,0.0100098,4,2,Bare Desert,3.728224039,68.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.08,0,18.41,0.33,0,0,0,7.92,0,0,3.52,68.58,26.41,0.33,3.52,0,0,0,0,0,1.16
Chl-Bls_LgnMscnt,-23.73,-67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46,16.55,1.27,166.44,,3.00,12.40,,-1.00,4.04,283.90,4143,71.1,15.58950043,58,138,42,3116,0.0012,4.466472394,Central Andean dry puna,339,,-9999,3,1,Bare Desert,0.757507324,77.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,0,77.28,22.75,0,0,0,0,0,0,0,0
Chl-Bls_Llaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chl-Bls_Matanzas,-33.7631,-71.676,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,7.02,1.67,13.85,,3.00,9.90,0.16,977.50,6.56,30.50,11,2.2,2.184,176,104,515,3727,0.0016,0.267440921,Chilean matorral,341,,0.247917,3,1,"Crops, Grass, Shrubs",5.630042076,0,0,0,0,0,0,0.37,57.56,0,0,0,0.34,0,0,0,0,3.56,0,0,0,0,0,32.3,4.18,0.23,0,0,0,0,0.83,0,0.66,0,0,0,61.97,0,0.34,33.13,0,0,0.37,0.66,3.56
Chl-Bls_Miñiques,-23.769,-67.791,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,4.76,1.08,13.45,,3.00,8.80,,-1.00,5.51,10.60,4136,105.2,1.656,58,138,42,3082,0.002,10.03183963,Central Andean dry puna,339,,0.0274963,3,3,Bare Desert,8,74.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83,0,0,0,0,0,0,0,0,74.19,25.83,0,0,0,0,0,0,0,0
Chl-Bls_Peinado,-26.501,-68.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,10.33,1.88,24.87,,3.00,10.30,,-1.00,5.71,384.20,3748,2.1,1.84,77,81,55,2707,0.0024,5.561314388,Southern Andean steppe,339,,0.129823,4,7,Bare Desert,2.728224039,87.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,12.56,0,0,0,0,0,0,0,0,87.09,12.56,0,0,0,0,0,0,0,0.35
Chl-Bls_Peral,-33.5051,-71.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,57.6,0.243,171,103,487,3333,0.002,1.069956062,Chilean matorral,341,,0.318033,6,7,"Crops, Grass, Shrubs",34.78853226,0,0,0.04,0,0,0,5.17,51.81,0,0,0.16,1.91,0,0,0,0,3.64,0,0,0,0.12,0,33.94,0.98,0.37,0,0,0,0,1.27,0,0.66,0,0,0,53.2,0.16,2.03,35.21,0,0,5.17,0.66,3.64
Chl-Bls_Piojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chl-Bls_Plateado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chl-Bls_Vichuqun,-34.8059,-72.055,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55,31.26,2.71,228.70,,3.00,21.70,5.83,454.00,6.93,442.20,4,80.3,12.232,148,99,764,3781,0.0028,0.969905234,Valdivian temperate forests,341,,0.042449,4,1,Inland Water,4.758784771,0,0,0,0,0,0,13.1,14.36,0,0,0.25,13.28,0,0,0,0.58,4.61,0,0,0,4.49,0.47,30.53,0.21,11.34,0,0,0,0,6.08,0,0,0,0.46,0,26.49,0.25,18.23,36.61,0,0,13.1,0,5.08
Chl-Bls_Yanamary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chl-Crr_Aculeo,-33.846,-70.915,,8.8,,,,,,,,,,,,,,,,1248.3,1793,,,,,10.1,,,10.62,18.12,1.57,160.71,,3.00,15.10,0.40,4604.20,5.07,59.00,356,12.2,17.178,158,116,501,4470,0.0004,0.454904219,Chilean matorral,341,,0.024231,3,1,Inland Water,7.629548073,0,0,0.5,0.42,0.42,0.17,38.38,24.24,0,0,0.06,27.61,0,0,0,4.06,1.81,0,0,0,0.95,0,0,0.81,0.51,0,0,0,0,0.19,0,0,0,0.47,0,30.54,0.48,29.03,0.19,0,0.17,38.38,0,1.81
Chl-Crr_Batuco,-33.202,-70.824,,8.5,,,,,165.8,,,,,,,,,,,37.1,1793,,,,,83.8,,,,,,,,,,,,,,486,3.2,3.216,148,106,318,3991,0.0008,0.273782922,Chilean matorral,341,,0.406667,4,1,Inland Water,10.41507626,0,0,0.32,0,0,0.17,12.32,42.78,0,0,0,1.28,0,0,0,0.91,1.07,0,0,0,0,0,0,40.27,0,0,0.09,0,0,0.37,0,0,0.45,0.06,0,84.28,0.09,1.34,0.37,0.45,0.17,12.32,0,1.07
Chl-Crr_Chepical,-32.2571,-70.4972,,7.5,,,,,,,,,,,,,,,,1.5,0.1,,,,,,,,0.55,3.00,1.14,4.98,,3.00,9.00,0.04,1646.50,12.74,7.30,3043,129.8,0.692,30,92,299,3748,0.0004,0.027711936,Southern Andean steppe,341,,0.459371,3,1,Upland Tundra,5.253212929,46.04,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,25.43,4.96,0,0,0,20.14,0,0,0.37,46.04,48.61,4.96,0.37,0,0,0,0,0,0
Chl-Crr_CingsdNm,-35.75,-72.217,,7.4,,,,,70.8,,,,,,,,,,,,,,,,,24.5,,,,,,,,,,,,,,148,2.1,2.456,138,92,912,3759,0.0008,0.10783332,Valdivian temperate forests,341,,0.338333,3,2,Inland Water,5.366439819,0,0,0,0,0,0,7.91,53.16,0,0,0.11,11.45,0,0,0,0.47,0.07,0,0,0,2.45,2.82,0,1.49,13.8,0,0,0,0,5.58,0,0,0,0.69,0,68.92,0.11,14.59,5.58,0,0,7.91,0,2.89
Chl-Crr_HmdldTnq,-33.288,-71.653,,,,,,,,,,,,,,,,,,8.2,1.6,,,,,67.2,,,,,,,,,,,,,,8,26.2,0.0909,159,101,517,2761,0.002,1.069956062,Chilean matorral,341,,0.313529,3,2,Semi Desert Shrubs,0,0,0,0.04,0.44,0.44,0,10.12,28.58,0,0,0.12,11.42,0,0,0,0.5,5.26,0,0,0,0.86,0,33.87,1.02,6.2,0,0,0,0,1.69,0,0,0,0,0,36.78,0.56,12.28,35.56,0,0,10.12,0,5.26
Chl-Crr_LagunCpn,-32.6,-70.558,,7.4,,,,,,,,,,,,,,,,0.7,,,,,,5.7,,,,,,,,,,,,,,2467,120.2,0.074,72,95,334,3806,0,0,Chilean matorral,341,,0.401392,3,2,Shrub Deciduous,6.253212929,21.09,0,0.42,0,0,0,1.62,5.96,0,0,0,0.7,0,0,0,2.18,0,0,0,0,0,0,0,23.66,0,15.15,20.03,0,0,0,8.85,0,0,0.4,21.09,56.22,20.03,1.1,0,0,0,1.62,0,0
Chl-Crr_LagunCrn,-33.43,-70.841,,9.8,,,,,213.1,,,,,,,,,,,28.6,2.1,,,,,228.6,,,,,,,,,,,,,,473,105.9,0.228,144,101,351,4332,0.0008,0.273782922,Chilean matorral,341,,0.425,3,2,"Crops, Grass, Shrubs",38,0,0,0.28,0,0,0,22.52,41.99,0,0,0.06,6.26,0,0,0,0.68,0.33,0,0,0,0.39,0,0,13.06,0,0.48,2.83,0,0,0.43,0.06,10.6,0.11,0.01,0,56.55,2.89,6.66,0.43,0.11,0,22.52,10.6,0.33
Chl-Crr_LagundTn,-35.177,-70.549,,8,,,,,42.2,,,,,,,,,,,0.4,0.01,,,,,,,,4.33,10.05,1.36,96.18,,3.00,22.20,1.03,1080.80,11.45,38.10,2547,4.2,12.3,48,83,788,4249,0.0008,0.478779401,Valdivian temperate forests,341,,0.166783,4,1,Bare Desert,3.250087738,48.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.64,0,0,0,0,0,0,1.67,0,14.4,0.28,0,0,0,20.53,0,0,13.92,48.44,36.73,0.28,13.92,0,0,0,0,0,0.64
Chl-Crr_LagunNgr,-33.648,-70.125,,7,,,,,,,,,,,,,,,,0.4,298.12,,,,,2.9,,,5.15,14.46,1.80,181.89,,3.00,35.30,0.85,2468.00,18.62,56.30,2700,7.4,7.649,61,86,556,4209,0.0012,0.700967075,Southern Andean steppe,341,,-9999,4,1,Inland Water,1.757507324,52.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.5,0,22.18,8.95,0,0,0,6.83,0,0,7.97,52.44,29.51,8.95,7.97,0,0,0,0,0,1.16
Chl-Crr_LagunOch,-34.0299,-70.317,,6.8,,,,,,,,,,,,,,,,0.2,,,,,,2.6,,,,,,,,,,,,,,3279,211.8,0.217,19,86,630,4088,0,0,Valdivian temperate forests,341,,0.473694,4,1,Bare Desert,2.251257896,59.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,25.68,3.64,0,0,0,2.19,0,0,6.19,59.67,30.46,3.64,6.19,0,0,0,0,0,0
Chl-Crr_LEncañad,-33.647,-70.063,,6.5,,,,,108.8,,,,,,,,,,,0.3,0.3,,,,,1.5,,,7.60,17.50,1.79,250.00,250.00,2.00,32.90,5.08,570.00,15.79,356.40,2567,8,9.171,69,85,546,4205,0.0012,0.700967075,Southern Andean steppe,341,,0.0100098,4,1,Bare Desert,3.728224039,68.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.08,0,18.41,0.33,0,0,0,7.92,0,0,3.52,68.58,26.41,0.33,3.52,0,0,0,0,0,1.16
Chl-Crr_LgnAlbfr,-33.752,-71.679,,7.8,,,,,102.6,,,,,,,,,,,15,9.7,,,,,142.6,,,0.26,2.42,1.34,1.60,,3.00,6.10,0.01,2058.70,7.21,1.80,13,122,0.591,175,105,513,3711,0.0016,0.267440921,Chilean matorral,341,,0.371628,3,1,"Crops, Grass, Shrubs",4.758169651,0,0,0,0,0,0,0.32,55.08,0,0,0,0.34,0,0,0,0,3.65,0,0,0,0,0,34.86,3.85,0.23,0,0,0,0,1.03,0,0.66,0,0,0,59.16,0,0.34,35.89,0,0,0.32,0.66,3.65
Chl-Crr_LgnCnchc,-32.087,-70.585,,7,,,,,,,,,,,,,,,,1.6,0.1,,,,,5.1,,,,,,,,,,,,,,1928,190.3,0.073,98,94,251,3686,0.0004,0.027711936,Chilean matorral,341,,0.25675,4,1,Shrub Evergreen,6.728223801,24.33,0,0.17,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,38.98,19.34,0,0,0,10.59,0,0,1.87,24.33,54.47,19.34,1.87,0,0,0,0,0,0
Chl-Crr_LgndlInc,-32.822,-70.133,,6.8,,,,,,,,,,,,,,,,0.4,,,,,,0.9,,,,,,,,,,,,,,2849,166.9,2.103,55,94,349,4307,0.0004,0.084131524,Southern Andean steppe,341,,0.197237,2,2,Inland Water,14.3394661,83.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,3.64,0.4,0,0,0,12.51,0,0,0,83.21,16.15,0.4,0,0,0,0,0,0,0.24
Chl-Crr_Peral,-33.5051,-71.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,57.6,0.243,171,103,487,3333,0.002,1.069956062,Chilean matorral,341,,0.318033,3,1,"Crops, Grass, Shrubs",34.78853226,0,0,0.04,0,0,0,5.17,51.81,0,0,0.16,1.91,0,0,0,0,3.64,0,0,0,0.12,0,33.94,0.98,0.37,0,0,0,0,1.27,0,0.66,0,0,0,53.2,0.16,2.03,35.21,0,0,5.17,0.66,3.64
Chl-Crr_Vichuqun,-34.8059,-72.055,,,,,,,,,,,,,,,,,,2.9,5,,,,,40.9,,,10.55,31.26,2.71,228.70,,3.00,21.70,5.83,454.00,6.93,442.20,4,80.3,12.232,148,99,764,3781,0.0028,0.969905234,Valdivian temperate forests,341,,0.042449,4,1,Inland Water,4.758784771,0,0,0,0,0,0,13.1,14.36,0,0,0.25,13.28,0,0,0,0.58,4.61,0,0,0,4.49,0.47,30.53,0.21,11.34,0,0,0,0,6.08,0,0,0,0.46,0,26.49,0.25,18.23,36.61,0,0,13.1,0,5.08
Clm-A-C_Belmir-1,6.62,-75.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930,70.1,0.177724004,119,38,3009,315,0.004,4.413292609,Magdalena Valley montane forests,302,18,0.531808,3,4,Woody Savanna,8.852498055,0,0,0.96,0,0,0,3.45,2.56,0,0,26.44,7.07,0,0,0,0,5.03,0,6.77,0.71,13.8,0,0,0.02,0,0,0,0,0.63,16.21,0,0,0,16.45,0,3.54,33.84,37.32,16.21,0,0.71,3.45,0,5.03
Clm-A-C_Belmir-2,6.62,-75.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930,70.1,0.177724004,119,38,3009,315,0.004,4.413292609,Magdalena Valley montane forests,302,18,0.531808,3,4,Woody Savanna,8.852498055,0,0,0.96,0,0,0,3.45,2.56,0,0,26.44,7.07,0,0,0,0,5.03,0,6.77,0.71,13.8,0,0,0.02,0,0,0,0,0.63,16.21,0,0,0,16.45,0,3.54,33.84,37.32,16.21,0,0.71,3.45,0,5.03
Clm-A-C_Belmir-3,6.62,-75.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930,70.1,0.177724004,119,38,3009,315,0.004,4.413292609,Magdalena Valley montane forests,302,18,0.531808,2,4,Woody Savanna,8.852498055,0,0,0.96,0,0,0,3.45,2.56,0,0,26.44,7.07,0,0,0,0,5.03,0,6.77,0.71,13.8,0,0,0.02,0,0,0,0,0.63,16.21,0,0,0,16.45,0,3.54,33.84,37.32,16.21,0,0.71,3.45,0,5.03
Clm-A-C_Guarne-1,6.27,-75.52,19,6.08,26,,,,36,0.02,2.16,0.525,0.465,,2.22,,,6.3,,,,,,,,,,,,,,,,,,,,,,2551,124,0.0116577,153,36,1831,340,0.0008,0.04706329,Magdalena Valley montane forests,302,3,0.73463,2,4,Tropical Rainforest,31.3394661,0,0,2.53,0,0,0,23.71,0.56,0,0,15.23,1.46,0,0,0,0.4,0.49,0,0,1.08,3.78,0,0,0,0,0,0,0,0,41.62,0.08,3.75,0,5.32,0,3.57,15.23,10.56,41.62,0,1.08,23.71,3.75,0.49
Clm-A-C_Guarne-2,6.27,-75.52,19,6.08,26,,,,36,0.02,2.16,0.525,0.465,,2.22,,,6.3,,,,,,,,,,,,,,,,,,,,,,2551,124,0.0116577,153,36,1831,340,0.0008,0.04706329,Magdalena Valley montane forests,302,3,0.73463,2,4,Tropical Rainforest,31.3394661,0,0,2.53,0,0,0,23.71,0.56,0,0,15.23,1.46,0,0,0,0.4,0.49,0,0,1.08,3.78,0,0,0,0,0,0,0,0,41.62,0.08,3.75,0,5.32,0,3.57,15.23,10.56,41.62,0,1.08,23.71,3.75,0.49
Clm-A-E_Cucunb-1,5.28,-73.78,17.8,6.6,1100,,,,65.77,43.6,17,16.3,77.2,,62,0.34,0.002,26.9,0.31,11.6,0.34,,2.7,,,,,,0.88,4.11,1.24,1.79,,3.00,2.00,2.73,7.60,0.51,181.10,2541,124.8,2.634560108,147,45,752,403,0.0036,1.735733146,Magdalena Valley montane forests,302,0.125,0.0564683,3,4,Crops and Town,13.3394661,0,0,7.08,0,0,0,22.67,18.03,0,0,4.16,0,0,0,0,0.83,0.57,0,17.06,0,12.43,0,0,10.91,0.08,0,0,0,1.43,3.71,0.05,0,0,1.05,0,36.98,22.65,13.48,3.71,0,0,22.67,0,0.57
